Flow_ID,Src_IP,Src_Port,Dst_IP,Dst_Port,Protocol,Timestamp,Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Max,Fwd_Pkt_Len_Min,Fwd_Pkt_Len_Mean,Fwd_Pkt_Len_Std,Bwd_Pkt_Len_Max,Bwd_Pkt_Len_Min,Bwd_Pkt_Len_Mean,Bwd_Pkt_Len_Std,Flow_Byts/s,Flow_Pkts/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Tot,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Tot,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Len,Bwd_Header_Len,Fwd_Pkts/s,Bwd_Pkts/s,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Var,FIN_Flag_Cnt,SYN_Flag_Cnt,RST_Flag_Cnt,PSH_Flag_Cnt,ACK_Flag_Cnt,URG_Flag_Cnt,CWE_Flag_Count,ECE_Flag_Cnt,Down/Up_Ratio,Pkt_Size_Avg,Fwd_Seg_Size_Avg,Bwd_Seg_Size_Avg,Fwd_Byts/b_Avg,Fwd_Pkts/b_Avg,Fwd_Blk_Rate_Avg,Bwd_Byts/b_Avg,Bwd_Pkts/b_Avg,Bwd_Blk_Rate_Avg,Subflow_Fwd_Pkts,Subflow_Fwd_Byts,Subflow_Bwd_Pkts,Subflow_Bwd_Byts,Init_Fwd_Win_Byts,Init_Bwd_Win_Byts,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min
192.168.0.13-192.168.0.16-9020-49784-6,192.168.0.13,9020,192.168.0.16,49784,6,20/05/2019 04:58:50 AM,367,0,2,0,1388,0,0,0,0,1388,0,694,981.4642123,3782016.349,5449.591281,367,0,367,367,0,0,0,0,0,367,367,0,367,367,0,0,0,0,0,64,0,5449.591281,0,1388,925.3333333,801.3621736,642181.3333,0,0,0,0,1,0,0,0,0,1388,0,694,0,0,0,0,0,0,0,0,2,1388,-1,32679,0,0,0,0,0,0,367,0,367,367
192.168.0.13-124.156.245.147-39310-7760-6,192.168.0.13,39310,124.156.245.147,7760,6,10/9/2019 1:45,147,1,1,1400,1400,1400,1400,1400,0,1400,1400,1400,0,19047619.05,13605.44218,147,0,147,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6802.721088,6802.721088,1400,1400,1400,0,0,0,0,0,0,1,0,0,0,1,2100,1400,1400,0,0,0,0,0,0,1,1400,1,1400,-1,1750,1,0,0,0,0,0,147,0,147,147
192.168.0.13-192.168.0.16-9020-49796-6,192.168.0.16,49796,192.168.0.13,9020,6,20/05/2019 05:01:04 AM,451,0,3,0,4164,0,0,0,0,1388,1388,1388,0,9232815.965,6651.884701,225.5,198.6970055,366,85,0,0,0,0,0,451,225.5,198.6970055,366,85,0,0,0,0,0,96,0,6651.884701,1388,1388,1388,0,0,0,0,0,0,1,0,0,0,0,1850.666667,0,1388,0,0,0,0,0,0,0,0,3,4164,-1,1869,0,0,0,0,0,0,225.5,198.6970055,366,85
192.168.0.13-192.168.0.16-9020-53182-6,192.168.0.16,53182,192.168.0.13,9020,6,31/05/2019 03:16:07 AM,89,0,2,0,1418,0,0,0,0,1388,30,709,960.2510089,15932584.27,22471.91011,89,0,89,89,0,0,0,0,0,89,89,0,89,89,0,0,0,0,0,64,0,22471.91011,30,1388,935.3333333,784.0416656,614721.3333,0,0,0,0,1,0,0,0,0,1403,0,709,0,0,0,0,0,0,0,0,2,1418,-1,1869,0,0,0,0,0,0,89,0,89,89
25169,10675,6,492.6070856,291.9725009,119.0024653,294.9889478,387.7746689,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7781,47621,1,67.17039601,12.33623511,598.0498473,93.34406841,919.8783944,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7114,42775,1,246.4603819,446.793389,611.3365626,300.9315139,596.1942401,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,56075,1,358.2963938,34.20497665,107.1977397,390.5044804,1310.176254,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42042,37064,17,772.3328884,436.5407614,481.6121424,218.7690785,1344.928844,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6373,64849,17,911.338339,383.5268076,366.8913009,123.2511098,1156.357421,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46413,46385,1,139.7597479,467.2069983,591.8502062,258.137086,400.1164043,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53824,55926,1,910.0430593,496.5458789,72.52306727,38.802431,399.5466212,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15384,32373,6,215.8957663,360.2636768,565.3284301,305.7879065,200.6729982,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48939,30084,6,871.224558,287.0551637,401.8210824,30.57587483,1394.019883,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13533,15050,1,957.8296369,228.8061995,497.4511262,358.5056178,1391.818579,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22934,60768,1,402.0990313,365.7484965,775.9307679,282.3911999,640.6544563,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11941,24738,6,45.1232145,136.5800461,651.8591839,16.50811551,1348.488876,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41873,18017,6,573.066046,433.2647815,328.9004208,231.2008621,1261.78327,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30546,2493,6,247.8150528,124.5192201,317.5330753,2.388844102,164.8973781,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23276,36142,1,295.5058784,9.804508714,316.9033451,390.8331014,494.7393038,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42219,7387,6,868.4329568,135.8425011,581.449898,168.7841096,1173.89284,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56736,24295,6,847.4724143,405.6550207,15.07284513,37.94468054,168.4335346,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13571,51854,17,88.91035697,401.4157121,770.9394812,22.26680151,447.6220801,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4864,64098,6,233.4372541,185.8273973,693.4938401,320.8013945,555.2291594,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8567,48729,1,854.5983001,319.7617789,586.1003172,379.1800892,1252.185729,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25179,61209,6,975.5724225,492.9128782,114.9830585,226.7525781,686.8614689,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,63017,1,19.65110865,366.0011046,542.4492359,86.29193222,1041.041383,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33638,64810,1,407.2101358,157.8005633,190.4557337,197.2327879,480.3123541,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31090,65299,1,906.2912102,403.1592323,287.1084464,76.11548654,499.7615992,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24406,31118,1,204.8997013,77.29717517,739.9664817,173.4537351,1249.079157,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63394,16569,17,358.3887633,228.4591322,58.78919945,190.618512,1316.50791,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27616,19997,1,339.4686064,293.3356653,661.1020524,223.0435929,175.0995378,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29878,51389,17,282.4788734,187.0502572,694.2001124,346.5586812,762.668036,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12387,49792,6,81.01147019,170.1335209,566.0948415,150.5993885,734.6415883,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53341,27921,17,333.7677716,224.2535692,23.26486534,81.71701057,1238.959348,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15117,50952,6,928.0109,427.9481949,681.4107472,65.7846113,346.3646746,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63074,56914,17,123.7011201,393.2915166,609.5779581,106.6055196,681.1007566,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43596,25294,6,494.8799182,96.00955465,534.056738,271.6011082,364.3325277,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58357,42759,1,158.0016478,118.9019017,314.7870709,179.3016354,106.6251765,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3145,39814,6,942.9412309,297.8810508,347.000636,260.5657771,1284.619261,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8637,52279,17,854.1226828,79.87886086,332.4152485,84.99169359,345.9712399,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25425,37719,6,86.66268035,23.89941102,423.3284149,29.36540165,186.5685641,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39334,22191,1,0.285873683,63.28102286,722.8234976,147.7245511,1181.696098,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44277,21746,17,104.4988073,224.2143436,465.3646855,383.8009595,752.8672619,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29669,36248,17,125.7186029,54.06487927,290.5348332,356.5206287,940.2666332,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63063,21117,17,168.0606399,137.4993452,154.9851781,237.0584755,1376.463698,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35604,17551,1,224.987299,231.8618336,232.0553789,283.4830793,1356.701986,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10999,31316,17,104.6601115,399.4843579,608.5972486,208.240831,1158.343422,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36815,57377,17,484.78163,251.1713981,776.4669151,64.57769022,348.1816299,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15000,52544,1,990.3438891,39.54107165,661.2132693,125.0349047,114.9950065,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40316,57076,1,26.2883953,89.67924254,457.3052953,150.5014742,1097.480962,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7416,13057,1,129.3135431,335.2016352,675.0096488,143.5321542,1214.52429,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57060,3847,17,47.96661306,212.485388,744.8093776,188.071826,1236.492284,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58652,61652,17,18.44808613,464.0930306,767.1702461,249.0465417,1307.45037,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11189,46012,1,728.732884,393.5062499,31.91553517,289.3381584,266.6180143,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,53539,6,341.1273304,291.9194036,263.5722278,285.1080548,587.5424731,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43266,10501,6,918.5072711,94.07970313,348.8081171,386.9687696,567.526117,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35835,51683,1,450.0506257,411.1151579,231.6108848,161.2713744,698.6162625,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59279,44342,6,177.4154072,327.6810144,194.6491698,355.2366212,1203.648661,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60885,11388,1,496.7146665,108.1715357,785.344022,85.87057337,194.7688273,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54480,28975,6,822.8083723,48.47460667,379.3375887,19.73518404,470.563977,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64652,42189,6,420.5075003,218.1641875,180.8993696,24.770213,360.7350138,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48474,18507,17,143.5442933,216.5930986,140.3720733,378.8106604,1497.901784,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62107,24211,1,98.10950259,406.9179867,535.4344029,265.9268628,1169.402849,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64810,15718,1,278.4203006,231.0588994,736.2190302,62.11731296,335.5007299,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100,4821,1,817.326385,194.4621732,648.8106214,138.9542752,250.9004981,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36054,3067,6,775.3718855,437.5587642,730.2278826,256.029322,651.6561193,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37192,4413,6,732.3644255,154.0759395,656.3613117,61.97734645,1296.023668,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56311,18210,6,64.96532555,128.8928005,112.2561559,395.1303833,901.0342875,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56611,40588,6,536.8399593,200.6020991,559.3500818,95.66861833,920.704305,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22502,7174,17,62.94301861,116.4653045,92.25067617,157.9998006,576.954789,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9202,14481,1,320.9292839,363.3964372,456.3804618,62.01097421,1152.546424,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54769,9779,17,301.2227696,453.7729641,385.2669698,128.4594991,1093.591382,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19054,24065,17,751.8471637,106.9158449,515.6889012,130.2061708,123.3972604,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13633,42098,6,910.2966263,137.0502695,174.9061686,80.00832959,378.9865305,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6888,38946,1,921.5658859,258.9553519,293.742652,194.7685479,195.9025225,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10689,62475,17,587.1890641,160.9514112,290.8827158,162.7500591,1065.663157,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12630,65128,6,346.5722139,135.3395614,341.046512,212.2684035,945.5676508,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18063,20603,1,345.6865496,121.5509393,578.1123118,29.8711672,815.6429746,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54003,33226,1,766.291003,280.5909328,505.6419716,247.2327515,919.3397951,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18837,57350,1,627.3986611,200.0641537,716.3420567,334.8217207,314.7055303,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16662,23211,17,422.8844995,256.7825638,306.8177585,353.7157309,1293.894104,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30515,28411,1,743.1924632,402.0142019,556.3635764,310.849949,1173.290401,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60314,41469,6,561.9034474,497.0130987,640.4081098,8.335318716,983.5413803,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36328,7628,6,281.6077399,242.3818278,681.9572681,351.9029055,1290.788793,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30424,60760,6,638.520754,138.1960303,220.4789766,133.7480262,191.0019768,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65366,57373,17,347.2732314,408.9121877,469.6523867,210.1431165,556.0712979,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28305,18405,1,479.4783168,41.43535379,215.3284052,388.6142557,1427.136194,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12974,29758,1,191.2980925,176.1597421,653.7706431,383.1603841,1146.01696,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31357,49113,6,33.52181245,293.8323548,189.987054,9.52149272,1207.032401,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13096,33592,1,910.4286104,450.168142,56.90229588,133.0163167,944.6005237,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50690,47267,1,534.1814188,463.0717667,738.3563362,128.0525293,1190.197607,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9333,36274,1,511.5307809,159.2750142,552.5010113,124.1442596,1444.447956,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15294,40754,6,706.7126023,126.9539716,590.5951042,100.2125342,555.2032688,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58629,15502,17,607.2915367,162.2633645,186.3899213,148.6283171,1150.79759,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45549,42436,17,758.7391797,118.0210356,140.3075944,31.89444864,784.4275283,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54082,32161,6,910.8526226,429.139247,398.9520442,245.0077952,978.3710658,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58644,51825,6,663.9476406,441.9603134,642.0157612,237.3053948,824.0407616,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6996,43263,1,188.5564676,253.6686359,101.9717704,340.6488815,772.6099086,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62285,3691,1,27.63388922,91.60141808,486.8012865,295.1483655,883.0994659,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19278,41670,17,895.401254,302.6282499,299.7473888,287.9068145,899.3709848,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53270,20413,17,415.1743239,437.3772711,734.6389566,186.1359843,889.0527277,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35783,7380,17,321.1536476,167.022149,57.70829678,83.98614035,738.5085506,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6159,61788,6,953.8729735,190.7125676,583.2730711,274.5523001,673.9525224,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21809,30940,17,926.2387271,341.7895346,438.523483,86.04031862,391.5168712,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21861,4890,6,462.4779029,148.1927378,18.12152858,259.2270674,152.212624,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4448,33610,1,403.0873507,360.363031,504.7875484,90.61908982,494.535914,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24298,22958,6,481.7705325,447.410535,390.6985503,67.61221518,1247.427735,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
